sigma,filename,beam_width,base_heuristic,length_normal,length_prob,delta_length,time_s_normal,time_s_prob,delta_time
sigma-4,mglcs_5_100_4_6.txt,10,h6,4.0,4.0,0.0,0.0005,0.0582,0.0577
sigma-4,mglcs_5_100_4_6.txt,10,h7,4.0,3.0,-1.0,0.0006,0.0602,0.05959999999999999
sigma-4,mglcs_5_100_4_7.txt,10,h1,4.0,4.0,0.0,0.0004,0.0452,0.0448
sigma-4,mglcs_5_100_4_7.txt,10,h2,4.0,1.0,-3.0,0.0006,0.0315,0.0309
sigma-4,mglcs_5_100_4_7.txt,10,h3,4.0,4.0,0.0,0.0006,0.0751,0.0745
sigma-4,mglcs_5_100_4_7.txt,10,h4,4.0,4.0,0.0,0.0006,0.0684,0.0678
sigma-4,mglcs_5_100_4_7.txt,10,h5,4.0,2.0,-2.0,0.0011,0.0683,0.0672
sigma-4,mglcs_5_100_4_7.txt,10,h6,4.0,4.0,0.0,0.0004,0.0496,0.0492
sigma-4,mglcs_5_100_4_7.txt,10,h7,4.0,2.0,-2.0,0.0004,0.0239,0.0235
sigma-4,mglcs_5_100_4_8.txt,10,h1,13.0,13.0,0.0,0.0012,0.0967,0.09549999999999999
sigma-4,mglcs_5_100_4_8.txt,10,h2,13.0,1.0,-12.0,0.0008,0.0245,0.023700000000000002
sigma-4,mglcs_5_100_4_8.txt,10,h3,13.0,13.0,0.0,0.0012,0.0522,0.051000000000000004
sigma-4,mglcs_5_100_4_8.txt,10,h4,13.0,13.0,0.0,0.0012,0.2093,0.2081
sigma-4,mglcs_5_100_4_8.txt,10,h5,13.0,13.0,0.0,0.0012,0.0467,0.0455
sigma-4,mglcs_5_100_4_8.txt,10,h6,13.0,13.0,0.0,0.001,0.0923,0.09129999999999999
sigma-4,mglcs_5_100_4_8.txt,10,h7,13.0,1.0,-12.0,0.0008,0.0262,0.025400000000000002
sigma-4,mglcs_5_100_4_9.txt,10,h1,3.0,3.0,0.0,0.0005,0.0426,0.0421
sigma-4,mglcs_5_100_4_9.txt,10,h2,3.0,2.0,-1.0,0.0005,0.0297,0.0292
sigma-4,mglcs_5_100_4_9.txt,10,h3,3.0,3.0,0.0,0.0005,0.08,0.0795
sigma-4,mglcs_5_100_4_9.txt,10,h4,3.0,3.0,0.0,0.0004,0.0617,0.0613
sigma-4,mglcs_5_100_4_9.txt,10,h5,3.0,3.0,0.0,0.0006,0.0458,0.0452
sigma-4,mglcs_5_100_4_9.txt,10,h6,3.0,3.0,0.0,0.0006,0.0468,0.0462
sigma-4,mglcs_5_100_4_9.txt,10,h7,3.0,2.0,-1.0,0.0006,0.0295,0.0289
sigma-4,mglcs_5_200_4_0.txt,10,h1,5.0,5.0,0.0,0.0007,0.0928,0.09209999999999999
sigma-4,mglcs_5_200_4_0.txt,10,h2,5.0,5.0,0.0,0.0008,0.1383,0.1375
sigma-4,mglcs_5_200_4_0.txt,10,h3,5.0,5.0,0.0,0.0008,0.0991,0.0983
sigma-4,mglcs_5_200_4_0.txt,10,h4,5.0,5.0,0.0,0.0007,0.1078,0.1071
sigma-4,mglcs_5_200_4_0.txt,10,h5,5.0,5.0,0.0,0.0012,0.1834,0.1822
sigma-4,mglcs_5_200_4_0.txt,10,h6,5.0,5.0,0.0,0.0007,0.0849,0.0842
sigma-4,mglcs_5_200_4_0.txt,10,h7,5.0,5.0,0.0,0.0007,0.1333,0.1326
sigma-4,mglcs_5_200_4_1.txt,10,h1,4.0,4.0,0.0,0.0006,0.0729,0.0723
sigma-4,mglcs_5_200_4_1.txt,10,h2,4.0,2.0,-2.0,0.0007,0.0641,0.0634
sigma-4,mglcs_5_200_4_1.txt,10,h3,4.0,4.0,0.0,0.0007,0.0773,0.07659999999999999
sigma-4,mglcs_5_200_4_1.txt,10,h4,4.0,4.0,0.0,0.0007,0.0886,0.08789999999999999
sigma-4,mglcs_5_200_4_1.txt,10,h5,4.0,4.0,0.0,0.0012,0.1021,0.10089999999999999
sigma-4,mglcs_5_200_4_1.txt,10,h6,4.0,4.0,0.0,0.0006,0.0732,0.0726
sigma-4,mglcs_5_200_4_1.txt,10,h7,4.0,2.0,-2.0,0.0007,0.0695,0.0688
sigma-4,mglcs_5_200_4_2.txt,10,h1,7.0,7.0,0.0,0.002,0.2288,0.2268
sigma-4,mglcs_5_200_4_2.txt,10,h2,7.0,5.0,-2.0,0.0017,0.0459,0.0442
sigma-4,mglcs_5_200_4_2.txt,10,h3,7.0,7.0,0.0,0.0027,0.1887,0.186
sigma-4,mglcs_5_200_4_2.txt,10,h4,7.0,7.0,0.0,0.0018,0.2553,0.2535
sigma-4,mglcs_5_200_4_2.txt,10,h5,7.0,7.0,0.0,0.0036,0.1577,0.15410000000000001
sigma-4,mglcs_5_200_4_2.txt,10,h6,7.0,7.0,0.0,0.0017,0.1965,0.1948
sigma-4,mglcs_5_200_4_2.txt,10,h7,7.0,7.0,0.0,0.0017,0.0477,0.046
sigma-4,mglcs_5_200_4_3.txt,10,h1,1.0,1.0,0.0,0.0004,0.0356,0.0352
sigma-4,mglcs_5_200_4_3.txt,10,h2,1.0,1.0,0.0,0.0006,0.0501,0.049499999999999995
sigma-4,mglcs_5_200_4_3.txt,10,h3,1.0,1.0,0.0,0.0005,0.0458,0.0453
sigma-4,mglcs_5_200_4_3.txt,10,h4,1.0,1.0,0.0,0.0005,0.0406,0.0401
sigma-4,mglcs_5_200_4_3.txt,10,h5,1.0,1.0,0.0,0.0008,0.0774,0.0766
sigma-4,mglcs_5_200_4_3.txt,10,h6,1.0,1.0,0.0,0.0005,0.0412,0.0407
sigma-4,mglcs_5_200_4_3.txt,10,h7,1.0,1.0,0.0,0.0007,0.0439,0.0432
sigma-4,mglcs_5_200_4_4.txt,10,h1,20.0,20.0,0.0,0.0113,0.5769,0.5656
sigma-4,mglcs_5_200_4_4.txt,10,h2,18.0,18.0,0.0,0.0086,0.8492,0.8405999999999999
sigma-4,mglcs_5_200_4_4.txt,10,h3,17.0,20.0,3.0,0.0068,0.4605,0.45370000000000005
sigma-4,mglcs_5_200_4_4.txt,10,h4,20.0,20.0,0.0,0.0093,0.665,0.6557000000000001
sigma-4,mglcs_5_200_4_4.txt,10,h5,16.0,17.0,1.0,0.0151,1.3541,1.3390000000000002
sigma-4,mglcs_5_200_4_4.txt,10,h6,20.0,16.0,-4.0,0.0136,0.3427,0.3291
sigma-4,mglcs_5_200_4_4.txt,10,h7,16.0,17.0,1.0,0.007,0.6987,0.6917
sigma-4,mglcs_5_200_4_5.txt,10,h1,8.0,9.0,1.0,0.0043,0.3829,0.3786
sigma-4,mglcs_5_200_4_5.txt,10,h2,9.0,8.0,-1.0,0.0034,0.438,0.4346
sigma-4,mglcs_5_200_4_5.txt,10,h3,7.0,9.0,2.0,0.0029,0.2864,0.2835
sigma-4,mglcs_5_200_4_5.txt,10,h4,9.0,9.0,0.0,0.0036,0.3658,0.3622
sigma-4,mglcs_5_200_4_5.txt,10,h5,9.0,8.0,-1.0,0.007,0.9221,0.9151
sigma-4,mglcs_5_200_4_5.txt,10,h6,9.0,9.0,0.0,0.0035,0.3353,0.3318
sigma-4,mglcs_5_200_4_5.txt,10,h7,9.0,8.0,-1.0,0.0037,0.4251,0.4214
sigma-4,mglcs_5_200_4_6.txt,10,h1,5.0,5.0,0.0,0.001,0.1384,0.1374
sigma-4,mglcs_5_200_4_6.txt,10,h2,5.0,5.0,0.0,0.001,0.1918,0.1908
sigma-4,mglcs_5_200_4_6.txt,10,h3,5.0,5.0,0.0,0.001,0.1655,0.1645
sigma-4,mglcs_5_200_4_6.txt,10,h4,5.0,5.0,0.0,0.0011,0.1529,0.15180000000000002
sigma-4,mglcs_5_200_4_6.txt,10,h5,5.0,5.0,0.0,0.0017,0.2857,0.28400000000000003
sigma-4,mglcs_5_200_4_6.txt,10,h6,5.0,5.0,0.0,0.0011,0.1143,0.1132
sigma-4,mglcs_5_200_4_6.txt,10,h7,5.0,5.0,0.0,0.0012,0.1676,0.1664
sigma-4,mglcs_5_200_4_7.txt,10,h1,3.0,3.0,0.0,0.0008,0.0877,0.0869
sigma-4,mglcs_5_200_4_7.txt,10,h2,3.0,3.0,0.0,0.0007,0.0988,0.09809999999999999
sigma-4,mglcs_5_200_4_7.txt,10,h3,3.0,3.0,0.0,0.0008,0.1099,0.1091
sigma-4,mglcs_5_200_4_7.txt,10,h4,3.0,3.0,0.0,0.001,0.1205,0.1195
sigma-4,mglcs_5_200_4_7.txt,10,h5,3.0,3.0,0.0,0.0013,0.1713,0.17
sigma-4,mglcs_5_200_4_7.txt,10,h6,3.0,3.0,0.0,0.0008,0.0853,0.0845
sigma-4,mglcs_5_200_4_7.txt,10,h7,3.0,3.0,0.0,0.0007,0.1013,0.1006
sigma-4,mglcs_5_200_4_8.txt,10,h1,8.0,8.0,0.0,0.0025,0.2821,0.2796
sigma-4,mglcs_5_200_4_8.txt,10,h2,8.0,8.0,0.0,0.0023,0.2855,0.28319999999999995
sigma-4,mglcs_5_200_4_8.txt,10,h3,8.0,8.0,0.0,0.0028,0.2537,0.25089999999999996
sigma-4,mglcs_5_200_4_8.txt,10,h4,8.0,8.0,0.0,0.0025,0.3057,0.3032
sigma-4,mglcs_5_200_4_8.txt,10,h5,8.0,8.0,0.0,0.004,0.3355,0.3315
sigma-4,mglcs_5_200_4_8.txt,10,h6,8.0,8.0,0.0,0.0022,0.1403,0.1381
sigma-4,mglcs_5_200_4_8.txt,10,h7,8.0,8.0,0.0,0.0026,0.1536,0.151
sigma-4,mglcs_5_200_4_9.txt,10,h1,2.0,2.0,0.0,0.0004,0.0565,0.056100000000000004
sigma-4,mglcs_5_200_4_9.txt,10,h2,2.0,2.0,0.0,0.0005,0.0474,0.0469
sigma-4,mglcs_5_200_4_9.txt,10,h3,2.0,2.0,0.0,0.0005,0.0626,0.0621
sigma-4,mglcs_5_200_4_9.txt,10,h4,2.0,2.0,0.0,0.001,0.069,0.068
sigma-4,mglcs_5_200_4_9.txt,10,h5,2.0,2.0,0.0,0.0008,0.1245,0.1237
sigma-4,mglcs_5_200_4_9.txt,10,h6,2.0,2.0,0.0,0.0004,0.0605,0.0601
sigma-4,mglcs_5_200_4_9.txt,10,h7,2.0,2.0,0.0,0.0005,0.0523,0.0518
sigma-4,mglcs_5_50_4_0.txt,10,h1,11.0,11.0,0.0,0.0014,0.1359,0.13449999999999998
sigma-4,mglcs_5_50_4_0.txt,10,h2,11.0,11.0,0.0,0.0015,0.178,0.1765
sigma-4,mglcs_5_50_4_0.txt,10,h3,11.0,11.0,0.0,0.0012,0.0703,0.0691
sigma-4,mglcs_5_50_4_0.txt,10,h4,11.0,11.0,0.0,0.0015,0.1824,0.1809
sigma-4,mglcs_5_50_4_0.txt,10,h5,11.0,11.0,0.0,0.0024,0.2931,0.2907
sigma-4,mglcs_5_50_4_0.txt,10,h6,11.0,11.0,0.0,0.0013,0.1253,0.124
sigma-4,mglcs_5_50_4_0.txt,10,h7,11.0,11.0,0.0,0.0014,0.1565,0.1551
sigma-4,mglcs_5_50_4_1.txt,10,h1,15.0,15.0,0.0,0.0018,0.1685,0.16670000000000001
sigma-4,mglcs_5_50_4_1.txt,10,h2,15.0,15.0,0.0,0.0023,0.223,0.2207
sigma-4,mglcs_5_50_4_1.txt,10,h3,15.0,15.0,0.0,0.0023,0.1261,0.1238
sigma-4,mglcs_5_50_4_1.txt,10,h4,15.0,15.0,0.0,0.0028,0.165,0.1622
sigma-4,mglcs_5_50_4_1.txt,10,h5,15.0,15.0,0.0,0.0051,0.3433,0.3382
sigma-4,mglcs_5_50_4_1.txt,10,h6,15.0,10.0,-5.0,0.0022,0.0711,0.0689
sigma-4,mglcs_5_50_4_1.txt,10,h7,15.0,15.0,0.0,0.0027,0.1678,0.1651
sigma-4,mglcs_5_50_4_2.txt,10,h1,10.0,10.0,0.0,0.0016,0.1635,0.16190000000000002
sigma-4,mglcs_5_50_4_2.txt,10,h2,10.0,8.0,-2.0,0.0016,0.1826,0.18100000000000002
sigma-4,mglcs_5_50_4_2.txt,10,h3,10.0,10.0,0.0,0.0016,0.1777,0.1761
sigma-4,mglcs_5_50_4_2.txt,10,h4,10.0,10.0,0.0,0.0018,0.2047,0.2029
sigma-4,mglcs_5_50_4_2.txt,10,h5,10.0,10.0,0.0,0.0032,0.3652,0.36200000000000004
sigma-4,mglcs_5_50_4_2.txt,10,h6,10.0,10.0,0.0,0.0017,0.1504,0.1487
sigma-4,mglcs_5_50_4_2.txt,10,h7,10.0,8.0,-2.0,0.0016,0.1978,0.1962
sigma-4,mglcs_5_50_4_3.txt,10,h1,8.0,8.0,0.0,0.0004,0.055,0.0546
sigma-4,mglcs_5_50_4_3.txt,10,h2,8.0,3.0,-5.0,0.0006,0.0337,0.0331
sigma-4,mglcs_5_50_4_3.txt,10,h3,8.0,8.0,0.0,0.0007,0.0579,0.0572
sigma-4,mglcs_5_50_4_3.txt,10,h4,8.0,8.0,0.0,0.0006,0.1279,0.12730000000000002
sigma-4,mglcs_5_50_4_3.txt,10,h5,8.0,3.0,-5.0,0.0017,0.0623,0.0606
sigma-4,mglcs_5_50_4_3.txt,10,h6,8.0,8.0,0.0,0.0008,0.0512,0.0504
sigma-4,mglcs_5_50_4_3.txt,10,h7,8.0,2.0,-6.0,0.0009,0.0408,0.039900000000000005
sigma-4,mglcs_5_50_4_4.txt,10,h1,14.0,17.0,3.0,0.0034,0.1786,0.17520000000000002
sigma-4,mglcs_5_50_4_4.txt,10,h2,15.0,2.0,-13.0,0.0023,0.0312,0.0289
sigma-4,mglcs_5_50_4_4.txt,10,h3,15.0,17.0,2.0,0.0032,0.1162,0.113
sigma-4,mglcs_5_50_4_4.txt,10,h4,17.0,17.0,0.0,0.0028,0.2488,0.246
sigma-4,mglcs_5_50_4_4.txt,10,h5,17.0,2.0,-15.0,0.0046,0.0533,0.0487
sigma-4,mglcs_5_50_4_4.txt,10,h6,15.0,17.0,2.0,0.0023,0.1737,0.1714
sigma-4,mglcs_5_50_4_4.txt,10,h7,15.0,2.0,-13.0,0.0021,0.0289,0.026799999999999997
sigma-4,mglcs_5_50_4_5.txt,10,h1,10.0,10.0,0.0,0.0011,0.0892,0.0881
sigma-4,mglcs_5_50_4_5.txt,10,h2,10.0,2.0,-8.0,0.0008,0.0318,0.031000000000000003
sigma-4,mglcs_5_50_4_5.txt,10,h3,10.0,10.0,0.0,0.0012,0.1189,0.1177
sigma-4,mglcs_5_50_4_5.txt,10,h4,10.0,10.0,0.0,0.0009,0.1377,0.13679999999999998
sigma-4,mglcs_5_50_4_5.txt,10,h5,10.0,4.0,-6.0,0.0015,0.0697,0.0682
sigma-4,mglcs_5_50_4_5.txt,10,h6,10.0,9.0,-1.0,0.0008,0.173,0.1722
sigma-4,mglcs_5_50_4_5.txt,10,h7,10.0,4.0,-6.0,0.001,0.0354,0.0344
sigma-4,mglcs_5_50_4_6.txt,10,h1,2.0,2.0,0.0,0.0003,0.0251,0.0248
sigma-4,mglcs_5_50_4_6.txt,10,h2,2.0,2.0,0.0,0.0002,0.0221,0.021900000000000003
sigma-4,mglcs_5_50_4_6.txt,10,h3,2.0,2.0,0.0,0.0003,0.0261,0.0258
sigma-4,mglcs_5_50_4_6.txt,10,h4,2.0,2.0,0.0,0.0002,0.0209,0.0207
sigma-4,mglcs_5_50_4_6.txt,10,h5,2.0,2.0,0.0,0.0004,0.0412,0.0408
sigma-4,mglcs_5_50_4_6.txt,10,h6,2.0,2.0,0.0,0.0002,0.0226,0.0224
sigma-4,mglcs_5_50_4_6.txt,10,h7,2.0,2.0,0.0,0.0003,0.0254,0.025099999999999997
sigma-4,mglcs_5_50_4_7.txt,10,h1,1.0,1.0,0.0,0.0002,0.0186,0.0184
sigma-4,mglcs_5_50_4_7.txt,10,h2,1.0,1.0,0.0,0.0002,0.0196,0.0194
sigma-4,mglcs_5_50_4_7.txt,10,h3,1.0,1.0,0.0,0.0003,0.0201,0.019799999999999998
sigma-4,mglcs_5_50_4_7.txt,10,h4,1.0,1.0,0.0,0.0002,0.0201,0.0199
sigma-4,mglcs_5_50_4_7.txt,10,h5,1.0,1.0,0.0,0.0005,0.0431,0.0426
sigma-4,mglcs_5_50_4_7.txt,10,h6,1.0,1.0,0.0,0.0003,0.0271,0.026799999999999997
sigma-4,mglcs_5_50_4_7.txt,10,h7,1.0,1.0,0.0,0.0003,0.024,0.0237
sigma-4,mglcs_5_50_4_8.txt,10,h1,6.0,6.0,0.0,0.0006,0.063,0.0624
sigma-4,mglcs_5_50_4_8.txt,10,h2,6.0,6.0,0.0,0.0004,0.0191,0.018699999999999998
sigma-4,mglcs_5_50_4_8.txt,10,h3,6.0,6.0,0.0,0.0006,0.0694,0.0688
sigma-4,mglcs_5_50_4_8.txt,10,h4,6.0,6.0,0.0,0.0006,0.1145,0.1139
sigma-4,mglcs_5_50_4_8.txt,10,h5,6.0,6.0,0.0,0.0012,0.0436,0.0424
sigma-4,mglcs_5_50_4_8.txt,10,h6,6.0,6.0,0.0,0.0005,0.062,0.0615
sigma-4,mglcs_5_50_4_8.txt,10,h7,6.0,1.0,-5.0,0.0006,0.0226,0.022
sigma-4,mglcs_5_50_4_9.txt,10,h1,8.0,9.0,1.0,0.0021,0.1579,0.15580000000000002
sigma-4,mglcs_5_50_4_9.txt,10,h2,9.0,9.0,0.0,0.0015,0.148,0.1465
sigma-4,mglcs_5_50_4_9.txt,10,h3,8.0,9.0,1.0,0.0013,0.1093,0.108
sigma-4,mglcs_5_50_4_9.txt,10,h4,9.0,9.0,0.0,0.0018,0.2053,0.20350000000000001
sigma-4,mglcs_5_50_4_9.txt,10,h5,9.0,9.0,0.0,0.0029,0.3554,0.3525
sigma-4,mglcs_5_50_4_9.txt,10,h6,8.0,9.0,1.0,0.0013,0.1471,0.1458
sigma-4,mglcs_5_50_4_9.txt,10,h7,9.0,8.0,-1.0,0.0018,0.1392,0.1374
